word1,word2,label1,label2,sim_value
archbishop,bishop,N,N,7.05
letter,paragraph,N,N,4.0
page,paragraph,N,N,3.03
steeple,chapel,N,N,7.08
muscle,bone,N,N,3.65
muscle,tongue,N,N,5.0
boy,soldier,N,N,2.15
belly,abdomen,N,N,8.13
guy,girl,N,N,3.33
bed,chair,N,N,3.5
clothes,jacket,N,N,5.15
gun,knife,N,N,3.65
tin,metal,N,N,5.63
bottle,container,N,N,7.93
hen,turkey,N,N,6.13
meat,bread,N,N,1.67
arm,bone,N,N,3.83
neck,spine,N,N,5.32
apple,lemon,N,N,4.05
agony,grief,N,N,7.63
assignment,task,N,N,8.7
night,dawn,N,N,2.95
dinner,soup,N,N,3.72
calf,bull,N,N,4.93
snow,storm,N,N,4.8
nail,hand,N,N,3.42
dog,horse,N,N,2.38
arm,neck,N,N,1.58
ball,glove,N,N,1.75
flu,fever,N,N,6.08
fee,salary,N,N,3.72
nerve,brain,N,N,3.88
beast,animal,N,N,7.83
dinner,chicken,N,N,2.85
girl,maid,N,N,2.93
child,boy,N,N,5.75
alcohol,wine,N,N,7.42
nose,mouth,N,N,3.73
street,car,N,N,2.38
bell,door,N,N,2.2
box,hat,N,N,1.3
belief,impression,N,N,5.95
bias,opinion,N,N,5.6
attention,awareness,N,N,8.73
anger,mood,N,N,4.1
elegance,style,N,N,5.72
beauty,age,N,N,1.58
book,theme,N,N,2.58
friend,mother,N,N,2.53
vitamin,iron,N,N,5.55
car,factory,N,N,2.75
pact,condition,N,N,2.45
chapter,choice,N,N,0.48
arithmetic,rhythm,N,N,2.35
winner,presence,N,N,1.08
belief,flower,N,N,0.4
winner,goal,N,N,3.23
trick,size,N,N,0.48
choice,vein,N,N,0.98
hymn,conquest,N,N,0.68
endurance,band,N,N,0.4
jail,choice,N,N,1.08
condition,boy,N,N,0.48
flower,endurance,N,N,0.4
hole,agreement,N,N,0.3
doctor,temper,N,N,0.48
fraternity,door,N,N,0.68
task,woman,N,N,0.68
fraternity,baseball,N,N,0.88
cent,size,N,N,0.4
presence,door,N,N,0.48
mouse,management,N,N,0.48
task,highway,N,N,0.48
liquor,century,N,N,0.4
task,straw,N,N,0.68
island,task,N,N,0.3
night,chapter,N,N,0.48
pollution,president,N,N,0.68
gun,trick,N,N,0.48
bath,trick,N,N,0.58
diet,apple,N,N,1.18
cent,wife,N,N,0.58
chapter,tail,N,N,0.3
course,stomach,N,N,0.58
hymn,straw,N,N,0.4
dentist,colonel,N,N,0.4
wife,straw,N,N,0.4
hole,wife,N,N,0.68
pupil,president,N,N,0.78
bath,wife,N,N,0.48
people,cent,N,N,0.48
formula,log,N,N,1.77
woman,fur,N,N,0.58
apple,sunshine,N,N,0.58
gun,dawn,N,N,1.18
meal,waist,N,N,0.98
camera,president,N,N,0.48
liquor,band,N,N,0.68
stomach,vein,N,N,2.35
gun,fur,N,N,0.3
couch,baseball,N,N,0.88
worker,camera,N,N,0.68
deck,mouse,N,N,0.48
rice,boy,N,N,0.4
people,gun,N,N,0.68
cliff,tail,N,N,0.3
ankle,window,N,N,0.3
princess,island,N,N,0.3
container,mouse,N,N,0.3
wagon,container,N,N,2.65
people,balloon,N,N,0.48
dollar,people,N,N,0.4
bath,balloon,N,N,0.4
stomach,bedroom,N,N,0.4
bicycle,bedroom,N,N,0.4
log,bath,N,N,0.4
bowl,tail,N,N,0.48
go,come,V,V,2.42
take,steal,V,V,6.18
listen,hear,V,V,8.17
think,rationalize,V,V,8.25
occur,happen,V,V,9.32
vanish,disappear,V,V,9.8
multiply,divide,V,V,1.75
plead,beg,V,V,9.08
begin,originate,V,V,8.2
protect,defend,V,V,9.13
kill,destroy,V,V,5.9
create,make,V,V,8.72
accept,reject,V,V,0.83
ignore,avoid,V,V,6.87
carry,bring,V,V,5.8
leave,enter,V,V,0.95
choose,elect,V,V,7.62
lose,fail,V,V,7.33
encourage,discourage,V,V,1.58
achieve,accomplish,V,V,8.57
make,construct,V,V,8.33
listen,obey,V,V,4.93
inform,notify,V,V,9.25
receive,give,V,V,1.47
borrow,beg,V,V,2.62
take,obtain,V,V,7.1
advise,recommend,V,V,8.1
imitate,portray,V,V,6.75
win,succeed,V,V,7.9
think,decide,V,V,5.13
greet,meet,V,V,6.17
agree,argue,V,V,0.77
enjoy,entertain,V,V,5.92
destroy,make,V,V,1.6
save,protect,V,V,6.58
give,lend,V,V,7.22
understand,know,V,V,7.47
take,receive,V,V,5.08
accept,acknowledge,V,V,6.88
decide,choose,V,V,8.87
accept,believe,V,V,6.75
keep,possess,V,V,8.27
roam,wander,V,V,8.83
succeed,fail,V,V,0.83
spend,save,V,V,0.55
leave,go,V,V,7.63
come,attend,V,V,8.1
know,believe,V,V,5.5
gather,meet,V,V,7.3
make,earn,V,V,7.62
forget,ignore,V,V,3.07
multiply,add,V,V,2.7
shrink,grow,V,V,0.23
arrive,leave,V,V,1.33
succeed,try,V,V,3.98
accept,deny,V,V,1.75
arrive,come,V,V,7.05
agree,differ,V,V,1.05
send,receive,V,V,1.08
win,dominate,V,V,5.68
add,divide,V,V,2.3
kill,choke,V,V,4.92
acquire,get,V,V,8.82
participate,join,V,V,7.7
leave,remain,V,V,2.53
go,enter,V,V,4.0
take,carry,V,V,5.23
forget,learn,V,V,1.18
appoint,elect,V,V,8.17
engage,marry,V,V,5.43
ask,pray,V,V,3.72
go,send,V,V,3.75
take,deliver,V,V,4.37
speak,hear,V,V,3.02
analyze,evaluate,V,V,8.03
argue,rationalize,V,V,4.2
lose,keep,V,V,1.05
compare,analyze,V,V,8.1
disorganize,organize,V,V,1.45
go,allow,V,V,3.62
take,possess,V,V,7.2
learn,listen,V,V,3.88
destroy,construct,V,V,0.92
create,build,V,V,8.48
steal,buy,V,V,1.13
kill,hang,V,V,4.45
forget,know,V,V,0.92
create,imagine,V,V,5.13
do,happen,V,V,4.23
win,accomplish,V,V,7.85
give,deny,V,V,1.43
deserve,earn,V,V,5.8
get,put,V,V,1.98
locate,find,V,V,8.73
appear,attend,V,V,6.28
know,comprehend,V,V,7.63
pretend,imagine,V,V,8.47
satisfy,please,V,V,7.67
cherish,keep,V,V,4.85
argue,differ,V,V,5.15
overcome,dominate,V,V,6.25
behave,obey,V,V,7.3
cooperate,participate,V,V,6.43
achieve,try,V,V,4.42
fail,discourage,V,V,3.33
begin,quit,V,V,1.28
say,participate,V,V,3.82
come,bring,V,V,2.42
declare,announce,V,V,9.08
read,comprehend,V,V,4.7
take,leave,V,V,2.47
proclaim,announce,V,V,8.18
acquire,obtain,V,V,8.57
conclude,decide,V,V,7.75
please,plead,V,V,2.98
argue,prove,V,V,4.83
ask,plead,V,V,6.47
find,disappear,V,V,0.77
inspect,examine,V,V,8.75
verify,justify,V,V,4.08
assume,predict,V,V,4.85
learn,evaluate,V,V,4.17
argue,justify,V,V,5.0
make,become,V,V,4.77
discover,originate,V,V,4.83
achieve,succeed,V,V,7.5
give,put,V,V,3.65
understand,listen,V,V,4.68
expand,grow,V,V,8.27
borrow,sell,V,V,1.73
keep,protect,V,V,5.4
explain,prove,V,V,4.1
assume,pretend,V,V,3.72
agree,please,V,V,4.13
forgive,forget,V,V,3.92
clarify,explain,V,V,8.33
understand,forgive,V,V,4.87
remind,forget,V,V,0.87
get,remain,V,V,1.6
realize,discover,V,V,7.47
require,inquire,V,V,1.82
ignore,ask,V,V,1.07
think,inquire,V,V,4.77
reject,avoid,V,V,4.78
argue,persuade,V,V,6.23
pursue,persuade,V,V,3.17
accept,forgive,V,V,3.73
do,quit,V,V,1.17
investigate,examine,V,V,8.1
discuss,explain,V,V,6.67
owe,lend,V,V,2.32
explore,discover,V,V,8.48
complain,argue,V,V,4.8
withdraw,reject,V,V,6.38
keep,borrow,V,V,2.25
beg,ask,V,V,6.0
arrange,organize,V,V,8.27
reduce,shrink,V,V,8.02
speak,acknowledge,V,V,4.67
give,borrow,V,V,2.22
kill,defend,V,V,2.63
disappear,shrink,V,V,5.8
deliver,carry,V,V,3.88
breathe,choke,V,V,1.37
acknowledge,notify,V,V,5.3
become,seem,V,V,2.63
pretend,seem,V,V,4.68
accomplish,become,V,V,4.0
contemplate,think,V,V,8.82
determine,predict,V,V,5.8
please,entertain,V,V,5.0
remain,retain,V,V,5.75
pretend,portray,V,V,7.03
forget,retain,V,V,0.63
want,choose,V,V,4.78
lose,get,V,V,0.77
try,think,V,V,2.62
become,appear,V,V,4.77
leave,ignore,V,V,4.42
accept,recommend,V,V,2.75
leave,wander,V,V,3.57
keep,give,V,V,1.05
give,allow,V,V,5.15
bring,send,V,V,2.97
absorb,learn,V,V,5.48
acquire,find,V,V,6.38
leave,appear,V,V,0.97
create,destroy,V,V,0.63
begin,go,V,V,7.42
get,buy,V,V,5.08
collect,save,V,V,6.67
replace,restore,V,V,5.73
join,add,V,V,8.1
