word1,word2,label1,label2,sim_value
word,similarity,n,n,4.75
board,recommendation,n,n,4.47
governor,interview,n,n,3.25
OPEC,country,n,n,5.63
travel,activity,n,n,5.0
competition,price,n,n,6.44
car,flight,n,n,4.94
credit,card,n,n,8.06
credit,information,n,n,5.31
hotel,reservation,n,n,8.03
grocery,money,n,n,5.94
registration,arrangement,n,n,6.0
arrangement,accommodation,n,n,5.41
month,hotel,n,n,1.81
type,kind,n,n,8.97
arrival,hotel,n,n,6.0
bed,closet,n,n,6.72
situation,conclusion,n,n,4.81
situation,isolation,n,n,3.88
impartiality,interest,n,n,5.16
direction,combination,n,n,2.25
street,place,n,n,6.44
street,block,n,n,6.88
street,children,n,n,4.94
cell,phone,n,n,7.81
production,hike,n,n,1.75
benchmark,index,n,n,4.25
dividend,payment,n,n,7.63
dividend,calculation,n,n,6.48
calculation,computation,n,n,8.44
OPEC,oil,n,n,8.59
oil,stock,n,n,6.34
announcement,production,n,n,3.38
announcement,warning,n,n,6.0
profit,warning,n,n,3.88
profit,loss,n,n,7.63
network,hardware,n,n,8.31
phone,equipment,n,n,7.13
equipment,maker,n,n,5.91
luxury,car,n,n,6.47
investor,earning,n,n,7.13
baseball,season,n,n,5.97
game,victory,n,n,7.03
marathon,sprint,n,n,7.47
game,series,n,n,6.19
game,defeat,n,n,6.97
seven,series,n,n,3.56
seafood,sea,n,n,7.47
seafood,food,n,n,8.34
seafood,lobster,n,n,8.7
lobster,food,n,n,7.81
lobster,wine,n,n,5.7
food,preparation,n,n,6.22
video,archive,n,n,6.34
start,year,n,n,4.06
start,match,n,n,4.47
game,round,n,n,5.97
boxing,round,n,n,7.61
fighting,defeating,n,n,7.41
line,insurance,n,n,2.69
day,summer,n,n,3.94
summer,drought,n,n,7.16
summer,nature,n,n,5.63
nature,environment,n,n,8.31
nature,man,n,n,6.25
man,woman,n,n,8.3
man,governor,n,n,5.25
murder,manslaughter,n,n,8.53
soap,opera,n,n,7.94
opera,performance,n,n,6.88
life,lesson,n,n,5.94
focus,life,n,n,4.06
production,crew,n,n,6.25
television,film,n,n,7.72
lover,quarrel,n,n,6.19
viewer,serial,n,n,2.97
possibility,girl,n,n,1.94
population,development,n,n,3.75
gender,equality,n,n,6.41
change,attitude,n,n,5.44
family,planning,n,n,6.25
opera,industry,n,n,2.63
sugar,approach,n,n,0.88
practice,institution,n,n,3.19
ministry,culture,n,n,4.69
size,prominence,n,n,5.31
planet,people,n,n,5.75
development,issue,n,n,3.97
experience,music,n,n,3.47
music,project,n,n,3.63
glass,metal,n,n,5.56
aluminum,metal,n,n,7.83
chance,credibility,n,n,3.88
exhibit,memorabilia,n,n,5.31
concert,virtuoso,n,n,6.81
museum,theater,n,n,7.19
observation,architecture,n,n,4.38
admission,ticket,n,n,7.69
shower,thunderstorm,n,n,6.31
shower,flood,n,n,6.03
disaster,area,n,n,6.25
governor,office,n,n,6.34
architecture,century,n,n,3.78
